demographic_category,demographic_value,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,booster_recip_count,cumulative_booster_recip_count
Gender,Male,2021-07-14,35347,20691259,24380,11491479,8659,8292599,2247,893368,1792,529811,19416,10138926,17751,11322847,0,0
Gender,Male,2021-07-15,35615,20726874,25171,11516650,8379,8300978,2015,895383,1952,531763,18906,10157832,18309,11341156,0,0
Gender,Unknown/undifferentiated,2021-07-15,124,103357,76,47982,19,48417,29,6915,16,17809,67,44193,80,63502,0,0
Gender,Female,2021-07-15,36242,23299326,27133,13125673,7871,9416601,1189,738456,1862,540420,19005,11320503,18089,12574482,0,0
Gender,Male,2021-07-16,43060,20769934,30067,11546717,10491,8311469,2454,897837,2203,533966,22256,10180088,22782,11363938,0,0
Gender,Unknown/undifferentiated,2021-07-16,179,103536,119,48101,43,48460,17,6932,19,17828,85,44278,108,63610,0,0
Gender,Female,2021-07-16,44045,23343371,32748,13158421,9889,9426490,1354,739810,2170,542590,22406,11342909,22585,12597067,0,0
Gender,Male,2021-07-17,29222,20799156,20858,11567575,6964,8318433,1371,899208,1563,535529,14895,10194983,15379,11379317,0,0
Gender,Unknown/undifferentiated,2021-07-17,67,103603,56,48157,4,48464,7,6939,11,17839,36,44314,35,63645,0,0
Gender,Female,2021-07-17,27243,23370614,20761,13179182,5606,9432096,837,740647,1352,543942,13800,11356709,14007,12611074,0,0
Gender,Male,2021-07-18,14152,20813308,10428,11578003,3018,8321451,694,899902,935,536464,6943,10201926,7730,11387047,0,0
Gender,Unknown/undifferentiated,2021-07-18,37,103640,29,48186,1,48465,7,6946,7,17846,25,44339,19,63664,0,0
Gender,Female,2021-07-18,12861,23383475,10015,13189197,2413,9434509,429,741076,779,544721,6350,11363059,6826,12617900,0,0
Gender,Male,2021-07-19,35486,20848794,25642,11603645,7591,8329042,2208,902110,1954,538418,17748,10219674,19546,11406593,0,0
Gender,Unknown/undifferentiated,2021-07-19,103,103743,83,48269,13,48478,7,6953,14,17860,37,44376,71,63735,0,0
Gender,Female,2021-07-19,35265,23418740,26803,13216000,7166,9441675,1237,742313,1836,546557,17638,11380697,18534,12636434,0,0
Gender,Unknown/undifferentiated,2021-07-20,138,103881,111,48380,17,48495,10,6963,22,17882,63,44439,80,63815,0,0
Gender,Female,2021-07-20,40018,23458758,29427,13245427,9251,9450926,1301,743614,2051,548608,19435,11400132,21513,12657947,0,0
Gender,Male,2021-07-20,40428,20889222,27653,11631298,10277,8339319,2449,904559,2181,540599,19442,10239116,22916,11429509,0,0
Gender,Unknown/undifferentiated,2021-07-21,137,104018,102,48482,16,48511,19,6982,19,17901,66,44505,89,63904,0,0
Gender,Male,2021-07-21,39639,20928861,27625,11658923,9507,8348826,2465,907024,2325,542924,18906,10258022,22576,11452085,0,0
Gender,Female,2021-07-21,39094,23497852,29038,13274465,8580,9459506,1417,745031,2074,550682,18929,11419061,21073,12679020,0,0
Gender,Unknown/undifferentiated,2021-07-22,135,104153,80,48562,39,48550,15,6997,18,17919,59,44564,88,63992,0,0
Gender,Male,2021-07-22,39507,20968368,27555,11686478,9607,8358433,2306,909330,2467,545391,18031,10276053,23191,11475276,0,0
Gender,Female,2021-07-22,39375,23537227,29169,13303634,8773,9468279,1372,746403,2124,552806,18075,11437136,22163,12701183,0,0
Gender,Female,2021-07-23,46711,23583938,34354,13337988,10793,9479072,1521,747924,2415,555221,21009,11458145,26713,12727896,0,0
Gender,Unknown/undifferentiated,2021-07-23,158,104311,120,48682,21,48571,17,7014,28,17947,70,44634,102,64094,0,0
Gender,Male,2021-07-23,46555,21014923,32405,11718883,11531,8369964,2583,911913,2803,548194,20579,10296632,27920,11503196,0,0
Gender,Male,2021-07-24,29667,21044590,20922,11739805,7412,8377376,1308,913221,1810,550004,12503,10309135,18050,11521246,0,0
Gender,Unknown/undifferentiated,2021-07-24,75,104386,42,48724,20,48591,13,7027,4,17951,34,44668,51,64145,0,0
Gender,Female,2021-07-24,27140,23611078,20253,13358241,6041,9485113,826,748750,1461,556682,11815,11469960,15855,12743751,0,0
Gender,Male,2021-07-25,13839,21058429,9950,11749755,3441,8380817,435,913656,1165,551169,3599,10312734,10455,11531701,0,0
Gender,Unknown/undifferentiated,2021-07-25,22,104408,17,48741,0,48591,4,7031,1,17952,8,44676,15,64160,0,0
Gender,Female,2021-07-25,12116,23623194,9250,13367491,2596,9487709,256,749006,938,557620,3140,11473100,9047,12752798,0,0
Gender,Male,2021-07-26,37138,21095567,25624,11775379,9205,8390022,2280,915936,2414,553583,13718,10326452,25120,11556821,0,0
Gender,Unknown/undifferentiated,2021-07-26,123,104531,88,48829,23,48614,12,7043,18,17970,41,44717,93,64253,0,0
Gender,Female,2021-07-26,35604,23658798,26043,13393534,8232,9495941,1286,750292,2147,559767,13236,11486336,23202,12776000,0,0
Gender,Male,2021-07-27,43425,21138992,30404,11805783,10546,8400568,2442,918378,2691,556274,17863,10344315,27324,11584145,0,0
Gender,Unknown/undifferentiated,2021-07-27,117,104648,84,48913,16,48630,17,7060,25,17995,52,44769,79,64332,0,0
Gender,Female,2021-07-27,42802,23701600,31877,13425411,9432,9505373,1432,751724,2308,562075,17706,11504042,25974,12801974,0,0
Gender,Male,2021-07-28,43005,21181997,29916,11835699,10470,8411038,2586,920964,2879,559153,17119,10361434,27746,11611891,0,0
Gender,Unknown/undifferentiated,2021-07-28,156,104804,115,49028,26,48656,15,7075,33,18028,51,44820,121,64453,0,0
Gender,Female,2021-07-28,42703,23744303,31531,13456942,9717,9515090,1414,753138,2447,564522,17089,11521131,26474,12828448,0,0
Gender,Female,2021-07-29,42031,23786334,31091,13488033,9427,9524517,1465,754603,2452,566974,16264,11537395,26654,12855102,0,0
Gender,Unknown/undifferentiated,2021-07-29,128,104932,77,49105,33,48689,18,7093,20,18048,51,44871,91,64544,0,0
Gender,Male,2021-07-29,40991,21222988,28732,11864431,9817,8420855,2400,923364,2743,561896,16038,10377472,26618,11638509,0,0
Gender,Unknown/undifferentiated,2021-07-30,174,105106,115,49220,41,48730,18,7111,33,18081,61,44932,130,64674,0,0
Gender,Male,2021-07-30,49004,21271992,34286,11898717,12083,8432938,2599,925963,3162,565058,19336,10396808,31315,11669824,0,0
Gender,Female,2021-07-30,49405,23835739,36449,13524482,11357,9535874,1556,756159,2693,569667,19695,11557090,30548,12885650,0,0
Gender,Female,2021-07-31,28979,23864718,21965,13546447,6170,9542044,820,756979,1753,571420,11279,11568369,17984,12903634,0,0
Gender,Unknown/undifferentiated,2021-07-31,80,105186,61,49281,11,48741,8,7119,15,18096,30,44962,58,64732,0,0
Gender,Male,2021-07-31,31988,21303980,22948,11921665,7529,8440467,1480,927443,2212,567270,12316,10409124,20488,11690312,0,0
Gender,Male,2021-08-01,16224,21320204,12158,11933823,3509,8443976,523,927966,1272,568542,5368,10414492,10889,11701201,0,0
Gender,Unknown/undifferentiated,2021-08-01,16,105202,13,49294,2,48743,1,7120,3,18099,4,44966,13,64745,0,0
Gender,Female,2021-08-01,14906,23879624,11688,13558135,2863,9544907,325,757304,1049,572469,5037,11573406,9813,12913447,0,0
Gender,Male,2021-08-02,40962,21361166,29970,11963793,8858,8452834,2091,930057,2783,571325,14859,10429351,27500,11728701,0,0
Gender,Unknown/undifferentiated,2021-08-02,113,105315,87,49381,11,48754,15,7135,16,18115,35,45001,89,64834,0,0
Gender,Female,2021-08-02,40320,23919944,30879,13589014,8021,9552928,1367,758671,2408,574877,14571,11587977,26561,12940008,0,0
Gender,Male,2021-08-03,46265,21407431,32821,11996614,10750,8463584,2650,932707,3201,574526,17568,10446919,30535,11759236,0,0
Gender,Unknown/undifferentiated,2021-08-03,123,105438,87,49468,19,48773,16,7151,13,18128,53,45054,91,64925,0,0
Gender,Female,2021-08-03,44929,23964873,33699,13622713,9585,9562513,1602,760273,2683,577560,16903,11604880,29026,12969034,0,0
Gender,Male,2021-08-04,43452,21450883,31099,12027713,9975,8473559,2340,935047,3036,577562,16310,10463229,28606,11787842,0,0
Gender,Unknown/undifferentiated,2021-08-04,151,105589,82,49550,46,48819,23,7174,17,18145,51,45105,112,65037,0,0
Gender,Female,2021-08-04,42665,24007538,32252,13654965,8918,9571431,1439,761712,2505,580065,15935,11620815,27473,12996507,0,0
Gender,Male,2021-08-05,43370,21494253,31163,12058876,9516,8483075,2650,937697,3038,580600,16431,10479660,28677,11816519,0,0
Gender,Unknown/undifferentiated,2021-08-05,162,105751,104,49654,29,48848,29,7203,26,18171,63,45168,122,65159,0,0
Gender,Female,2021-08-05,44182,24051720,33364,13688329,9237,9580668,1536,763248,2677,582742,16414,11637229,28530,13025037,0,0
Gender,Male,2021-08-06,52474,21546727,37743,12096619,12050,8495125,2642,940339,3573,584173,20263,10499923,33805,11850324,0,0
Gender,Unknown/undifferentiated,2021-08-06,204,105955,134,49788,55,48903,15,7218,27,18198,82,45250,134,65293,0,0
Gender,Female,2021-08-06,53954,24105674,40657,13728986,11488,9592156,1764,765012,3050,585792,20587,11657816,34224,13059261,0,0
Gender,Unknown/undifferentiated,2021-08-07,75,106030,57,49845,4,48907,14,7232,10,18208,31,45281,55,65348,0,0
Gender,Male,2021-08-07,33720,21580447,24770,12121389,7387,8502512,1536,941875,2264,586437,13017,10512940,21544,11871868,0,0
Gender,Female,2021-08-07,31310,24136984,24166,13753152,6274,9598430,834,765846,1869,587661,11948,11669764,19608,13078869,0,0
Gender,Male,2021-08-08,18902,21599349,13976,12135365,4334,8506846,585,942460,1490,587927,6811,10519751,12299,11884167,0,0
Gender,Unknown/undifferentiated,2021-08-08,15,106045,13,49858,1,48908,1,7233,4,18212,6,45287,10,65358,0,0
Gender,Female,2021-08-08,16776,24153760,12935,13766087,3473,9601903,353,766199,1176,588837,6156,11675920,10675,13089544,0,0
Gender,Female,2021-08-09,44295,24198055,34427,13800514,8349,9610252,1483,767682,2709,591546,17628,11693548,27415,13116959,0,0
Gender,Unknown/undifferentiated,2021-08-09,165,106210,124,49982,23,48931,18,7251,28,18240,77,45364,102,65460,0,0
Gender,Male,2021-08-09,44767,21644116,33315,12168680,9029,8515875,2396,944856,3136,591063,17927,10537678,28374,11912541,0,0
Gender,Male,2021-08-10,46587,21690703,33717,12202397,10501,8526376,2329,947185,3579,594642,19172,10556850,28834,11941375,0,0
Gender,Unknown/undifferentiated,2021-08-10,151,106361,114,50096,17,48948,20,7271,32,18272,61,45425,107,65567,0,0
Gender,Female,2021-08-10,45826,24243881,34530,13835044,9706,9619958,1537,769219,2949,594495,18746,11712294,27921,13144880,0,0
Gender,Female,2021-08-11,42587,24286468,32165,13867209,8789,9628747,1581,770800,2587,597082,17668,11729962,25760,13170640,0,0
Gender,Unknown/undifferentiated,2021-08-11,151,106512,106,50202,26,48974,19,7290,39,18311,58,45483,110,65677,0,0
Gender,Male,2021-08-11,42455,21733158,30630,12233027,9373,8535749,2409,949594,2946,597588,18295,10575145,25705,11967080,0,0
Gender,Unknown/undifferentiated,2021-08-12,171,106683,112,50314,40,49014,19,7309,26,18337,73,45556,114,65791,0,0
Gender,Male,2021-08-12,44174,21777332,31078,12264105,10447,8546196,2619,952213,3143,600731,18614,10593759,27184,11994264,0,0
Gender,Female,2021-08-12,45872,24332340,33633,13900842,10388,9639135,1801,772601,2767,599849,18693,11748655,28068,13198708,0,0
Gender,Unknown/undifferentiated,2021-08-13,227,106910,152,50466,50,49064,25,7334,40,18377,94,45650,153,65944,3,3
Gender,Male,2021-08-13,55403,21832735,39206,12303311,13449,8559645,2722,954935,3667,604398,23824,10617583,32752,12027016,1176,1176
Gender,Female,2021-08-13,57424,24389764,42325,13943167,13166,9652301,1889,774490,3187,603036,23537,11772192,34456,13233164,1005,1005
Gender,Male,2021-08-14,38029,21870764,27272,12330583,9260,8568905,1481,956416,2569,606967,15477,10633060,21656,12048672,2143,3319
Gender,Unknown/undifferentiated,2021-08-14,106,107016,81,50547,6,49070,19,7353,20,18397,44,45694,79,66023,1,4
Gender,Female,2021-08-14,35515,24425279,26471,13969638,8080,9660381,939,775429,2141,605177,14248,11786440,19964,13253128,2066,3071
Gender,Male,2021-08-15,21469,21892233,15307,12345890,5577,8574482,570,956986,1611,608578,8612,10641672,11522,12060194,1754,5073
Gender,Female,2021-08-15,19428,24444707,14304,13983942,4747,9665128,361,775790,1421,606598,7640,11794080,10316,13263444,1713,4784
Gender,Unknown/undifferentiated,2021-08-15,71,107087,63,50610,0,49070,8,7361,21,18418,19,45713,56,66079,0,4
Gender,Male,2021-08-16,49331,21941564,33755,12379645,13250,8587732,2287,959273,3714,612292,20866,10662538,26064,12086258,4340,9413
Gender,Unknown/undifferentiated,2021-08-16,140,107227,100,50710,23,49093,17,7378,22,18440,63,45776,86,66165,2,6
Gender,Female,2021-08-16,48807,24493514,34726,14018668,12482,9677610,1560,777350,3309,609907,20042,11814122,25943,13289387,4080,8864
Gender,Male,2021-08-17,51663,21993227,35025,12414670,14084,8601816,2530,961803,4065,616357,22727,10685265,26330,12112588,4805,14218
Gender,Unknown/undifferentiated,2021-08-17,181,107408,123,50833,32,49125,26,7404,25,18465,79,45855,125,66290,0,6
Gender,Female,2021-08-17,51675,24545189,36676,14055344,13278,9690888,1669,779019,3665,613572,21787,11835909,26559,13315946,4652,13516
Gender,Unknown/undifferentiated,2021-08-18,202,107610,149,50982,29,49154,24,7428,36,18501,86,45941,128,66418,4,10
Gender,Male,2021-08-18,51092,22044319,34483,12449153,14152,8615968,2413,964216,3427,619784,22398,10707663,25173,12137761,5512,19730
Gender,Female,2021-08-18,51975,24597164,36847,14092191,13549,9704437,1525,780544,3148,616720,21734,11857643,25726,13341672,5669,19185
Gender,Unknown/undifferentiated,2021-08-19,178,107788,101,51083,58,49212,19,7447,34,18535,72,46013,119,66537,4,14
Gender,Male,2021-08-19,50185,22094504,33649,12482802,13941,8629909,2569,966785,3474,623258,21505,10729168,24756,12162517,6132,25862
Gender,Female,2021-08-19,52527,24649691,36556,14128747,14175,9718612,1766,782310,3098,619818,21625,11879268,26060,13367732,6266,25451
Gender,Male,2021-08-20,61652,22156156,42080,12524882,16908,8646817,2641,969426,3882,627140,27563,10756731,29045,12191562,7285,33147
Gender,Unknown/undifferentiated,2021-08-20,174,107962,130,51213,28,49240,16,7463,29,18564,73,46086,105,66642,7,21
Gender,Female,2021-08-20,66499,24716190,47062,14175809,17578,9736190,1818,784128,3584,623402,28209,11907477,31652,13399384,8012,33463
Gender,Unknown/undifferentiated,2021-08-21,79,108041,50,51263,17,49257,12,7475,7,18571,45,46131,44,66686,3,24
Gender,Male,2021-08-21,39210,22195366,28222,12553104,9581,8656398,1386,970812,2519,629659,18024,10774755,18321,12209883,3955,37102
Gender,Female,2021-08-21,37521,24753711,27681,14203490,8918,9745108,889,785017,2104,625506,16515,11923992,17105,13416489,4530,37993
Gender,Unknown/undifferentiated,2021-08-22,43,108084,35,51298,3,49260,5,7480,11,18582,15,46146,33,66719,2,26
Gender,Male,2021-08-22,22116,22217482,15806,12568910,5777,8662175,525,971337,1797,631456,9553,10784308,10749,12220632,2191,39293
Gender,Female,2021-08-22,20494,24774205,15041,14218531,5114,9750222,323,785340,1410,626916,8623,11932615,9560,13426049,2501,40494
Gender,Female,2021-08-23,54024,24828229,39612,14258143,12936,9763158,1428,786768,3026,629942,23539,11956154,25167,13451216,6423,46917
Gender,Unknown/undifferentiated,2021-08-23,138,108222,96,51394,26,49286,16,7496,25,18607,65,46211,79,66798,5,31
Gender,Male,2021-08-23,53049,22270531,37437,12606347,13526,8675701,2043,973380,3605,635061,23959,10808267,24797,12245429,5991,45284
Gender,Unknown/undifferentiated,2021-08-24,164,108386,124,51518,25,49311,15,7511,27,18634,80,46291,86,66884,4,35
Gender,Male,2021-08-24,53308,22323839,38382,12644729,12736,8688437,2156,975536,3565,638626,24832,10833099,24255,12269684,5987,51271
Gender,Female,2021-08-24,54418,24882647,40576,14298719,12373,9775531,1441,788209,3064,633006,24550,11980704,24584,13475800,6434,53351
Gender,Unknown/undifferentiated,2021-08-25,175,108561,131,51649,27,49338,17,7528,25,18659,78,46369,97,66981,4,39
Gender,Male,2021-08-25,51193,22375032,36762,12681491,12383,8700820,2008,977544,3402,642028,23711,10856810,23209,12292893,5897,57168
Gender,Female,2021-08-25,52596,24935243,39543,14338262,11635,9787166,1364,789573,3176,636182,23462,12004166,24148,13499948,5981,59332
Gender,Female,2021-08-26,54140,24989383,40085,14378347,12542,9799708,1469,791042,3157,639339,23949,12028115,24584,13524532,6694,66026
Gender,Unknown/undifferentiated,2021-08-26,201,108762,115,51764,55,49393,31,7559,21,18680,98,46467,116,67097,11,50
Gender,Male,2021-08-26,51098,22426130,36222,12717713,12511,8713331,2324,979868,3557,645585,23532,10880342,23138,12316031,6344,63512
Gender,Male,2021-08-27,62447,22488577,45185,12762898,14995,8728326,2224,982092,4083,649668,30193,10910535,26899,12342930,7121,70633
Gender,Unknown/undifferentiated,2021-08-27,237,108999,147,51911,77,49470,13,7572,26,18706,103,46570,118,67215,19,69
Gender,Female,2021-08-27,67220,25056603,50430,14428777,15163,9814871,1583,792625,3671,643010,31377,12059492,28641,13553173,8309,74335
Gender,Male,2021-08-28,39988,22528565,29668,12792566,9202,8737528,1102,983194,2632,652300,20086,10930621,16951,12359881,3774,74407
Gender,Unknown/undifferentiated,2021-08-28,96,109095,80,51991,7,49477,9,7581,19,18725,40,46610,56,67271,1,70
Gender,Female,2021-08-28,38560,25095163,29464,14458241,8399,9823270,685,793310,2170,645180,18390,12077882,16144,13569317,4462,78797
Gender,Male,2021-08-29,22368,22550933,16452,12809018,5537,8743065,372,983566,1871,654171,10854,10941475,9590,12369471,2153,76560
Gender,Unknown/undifferentiated,2021-08-29,45,109140,39,52030,1,49478,5,7586,10,18735,12,46622,40,67311,0,70
Gender,Female,2021-08-29,20662,25115825,15563,14473804,4852,9828122,231,793541,1559,646739,9587,12087469,8584,13577901,2587,81384
Gender,Male,2021-08-30,51229,22602162,36013,12845031,12974,8756039,2209,985775,3452,657623,25241,10966716,21517,12390988,6308,82868
Gender,Unknown/undifferentiated,2021-08-30,152,109292,102,52132,41,49519,9,7595,27,18762,65,46687,66,67377,23,93
Gender,Female,2021-08-30,51605,25167430,38155,14511959,12103,9840225,1294,794835,3005,649744,24480,12111949,21350,13599251,6750,88134
Gender,Male,2021-08-31,50618,22652780,35669,12880700,13012,8769051,1895,987670,3434,661057,24685,10991401,20476,12411464,6975,89843
Gender,Unknown/undifferentiated,2021-08-31,176,109468,117,52249,50,49569,9,7604,35,18797,75,46762,87,67464,18,111
Gender,Female,2021-08-31,51414,25218844,37431,14549390,12707,9852932,1236,796071,2864,652608,24322,12136271,20451,13619702,7521,95655
Gender,Female,2021-09-01,50621,25269465,36807,14586197,12478,9865410,1261,797332,3642,656250,22294,12158565,21520,13641222,7687,103342
Gender,Unknown/undifferentiated,2021-09-01,187,109655,123,52372,52,49621,12,7616,22,18819,77,46839,99,67563,8,119
Gender,Male,2021-09-01,48850,22701630,33930,12914630,12875,8781926,1991,989661,4022,665079,22258,11013659,21062,12432526,7103,96946
Gender,Unknown/undifferentiated,2021-09-02,169,109824,110,52482,40,49661,19,7635,22,18841,95,46934,84,67647,6,125
Gender,Male,2021-09-02,46134,22747764,31779,12946409,12398,8794324,1932,991593,3238,668317,21684,11035343,18974,12451500,7033,103979
Gender,Female,2021-09-02,49305,25318770,35400,14621597,12652,9878062,1208,798540,2943,659193,22509,12181074,19883,13661105,7777,111119
Gender,Female,2021-09-03,62669,25381439,45940,14667537,15307,9893369,1381,799921,3419,662612,30644,12211718,24122,13685227,8915,120034
Gender,Unknown/undifferentiated,2021-09-03,228,110052,138,52620,63,49724,27,7662,42,18883,123,47057,99,67746,27,152
Gender,Male,2021-09-03,56869,22804633,39979,12986388,14905,8809229,1954,993547,3693,672010,28585,11063928,22368,12473868,7475,111454
Gender,Male,2021-09-04,32815,22837448,24438,13010826,7568,8816797,791,994338,2321,674331,17190,11081118,13183,12487051,2998,114452
Gender,Unknown/undifferentiated,2021-09-04,81,110133,66,52686,4,49728,11,7673,12,18895,53,47110,32,67778,1,153
Gender,Female,2021-09-04,31946,25413385,24228,14691765,7172,9900541,523,800444,1968,664580,15986,12227704,12574,13697801,3704,123738
Gender,Male,2021-09-05,19699,22857147,14354,13025180,5126,8821923,212,994550,1937,676268,9507,11090625,8300,12495351,1964,116416
Gender,Unknown/undifferentiated,2021-09-05,47,110180,42,52728,3,49731,2,7675,8,18903,24,47134,25,67803,0,153
Gender,Female,2021-09-05,18744,25432129,14039,14705804,4543,9905084,153,800597,1689,666269,8666,12236370,7796,13705597,2286,126024
Gender,Male,2021-09-06,10151,22867298,6614,13031794,3364,8825287,164,994714,889,677157,5106,11095731,4287,12499638,840,117256
Gender,Unknown/undifferentiated,2021-09-06,29,110209,24,52752,4,49735,1,7676,5,18908,11,47145,15,67818,0,153
Gender,Female,2021-09-06,9598,25441727,6576,14712380,2863,9907947,145,800742,710,666979,4798,12241168,3943,13709540,900,126924
Gender,Male,2021-09-07,48559,22915857,34418,13066212,12151,8837438,1953,996667,3081,680238,27445,11123176,17273,12516911,5405,122661
Gender,Unknown/undifferentiated,2021-09-07,161,110370,106,52858,43,49778,12,7688,16,18924,99,47244,47,67865,20,173
Gender,Female,2021-09-07,51437,25493164,38040,14750420,12158,9920105,1195,801937,2685,669664,28697,12269865,17300,13726840,6257,133181
Gender,Unknown/undifferentiated,2021-09-08,166,110536,103,52961,54,49832,9,7697,31,18955,89,47333,78,67943,4,177
Gender,Male,2021-09-08,43717,22959574,30705,13096917,11210,8848648,1764,998431,3441,683679,22246,11145422,17641,12534552,5162,127823
Gender,Female,2021-09-08,46511,25539675,34425,14784845,10995,9931100,1048,802985,3089,672753,22740,12292605,18255,13745095,6166,139347
Gender,Male,2021-09-09,42828,23002402,29390,13126307,11566,8860214,1840,1000271,3046,686725,21658,11167080,17226,12551778,5407,133230
Gender,Female,2021-09-09,46847,25586522,33556,14818401,12102,9943202,1149,804134,2926,675679,22839,12315444,18419,13763514,6347,145694
Gender,Unknown/undifferentiated,2021-09-09,150,110686,75,53036,56,49888,19,7716,22,18977,82,47415,63,68006,16,193
Gender,Female,2021-09-10,57882,25644404,41693,14860094,14803,9958005,1339,805473,3105,678784,30206,12345650,21531,13785045,7045,152739
Gender,Unknown/undifferentiated,2021-09-10,196,110882,118,53154,67,49955,11,7727,32,19009,105,47520,68,68074,28,221
Gender,Male,2021-09-10,51372,23053774,35626,13161933,13744,8873958,1953,1002224,3355,690080,27089,11194169,20186,12571964,5567,138797
Gender,Unknown/undifferentiated,2021-09-11,66,110948,50,53204,8,49963,8,7735,6,19015,28,47548,42,68116,1,222
Gender,Male,2021-09-11,32469,23086243,23597,13185530,7962,8881920,896,1003120,2217,692297,17723,11211892,12880,12584844,2544,141341
Gender,Female,2021-09-11,31443,25675847,23493,14883587,7350,9965355,585,806058,1863,680647,16913,12362563,11769,13796814,3159,155898
Gender,Unknown/undifferentiated,2021-09-12,60,111008,53,53257,2,49965,5,7740,12,19027,29,47577,35,68151,1,223
Gender,Male,2021-09-12,18539,23104782,13176,13198706,5034,8886954,318,1003438,1546,693843,9819,11221711,7443,12592287,1439,142780
Gender,Female,2021-09-12,17199,25693046,12692,14896279,4303,9969658,192,806250,1277,681924,8873,12371436,6594,13803408,1802,157700
Gender,Unknown/undifferentiated,2021-09-13,114,111122,78,53335,17,49982,19,7759,19,19046,59,47636,69,68220,4,227
Gender,Male,2021-09-13,41718,23146500,28573,13227279,11491,8898445,1626,1005064,2909,696752,22422,11244133,16271,12608558,4285,147065
Gender,Female,2021-09-13,43661,25736707,31144,14927423,11446,9981104,1032,807282,2568,684492,23235,12394671,16085,13819493,5044,162744
Gender,Male,2021-09-14,39664,23186164,27604,13254883,10298,8908743,1733,1006797,2773,699525,21872,11266005,15179,12623737,4016,151081
Gender,Unknown/undifferentiated,2021-09-14,117,111239,79,53414,23,50005,15,7774,24,19070,62,47698,62,68282,8,235
Gender,Female,2021-09-14,41802,25778509,30190,14957613,10502,9991606,1080,808362,2557,687049,22660,12417331,15358,13834851,4569,167313
Gender,Male,2021-09-15,39219,23225383,27225,13282108,10068,8918811,1892,1008689,2790,702315,21341,11287346,15587,12639324,3832,154913
Gender,Unknown/undifferentiated,2021-09-15,159,111398,89,53503,55,50060,15,7789,13,19083,102,47800,67,68349,5,240
Gender,Female,2021-09-15,41430,25819939,30001,14987614,10282,10001888,1116,809478,2478,689527,22498,12439829,15245,13850096,4496,171809
Gender,Male,2021-09-16,39814,23265197,27193,13309301,10741,8929552,1848,1010537,2828,705143,21313,11308659,15823,12655147,4154,159067
Gender,Unknown/undifferentiated,2021-09-16,118,111516,54,53557,46,50106,18,7807,14,19097,62,47862,57,68406,16,256
Gender,Female,2021-09-16,43752,25863691,31089,15018703,11321,10013209,1299,810777,2780,692307,23657,12463486,15963,13866059,5060,176869
Gender,Male,2021-09-17,45770,23310967,31984,13341285,11791,8941343,1964,1012501,2894,708037,25196,11333855,17328,12672475,4847,163914
Gender,Unknown/undifferentiated,2021-09-17,180,111696,119,53676,52,50158,9,7816,42,19139,79,47941,84,68490,22,278
Gender,Female,2021-09-17,51442,25915133,36859,15055562,13106,10026315,1431,812208,2704,695011,28393,12491879,17944,13884003,6141,183010
Gender,Female,2021-09-18,28481,25943614,21427,15076989,6472,10032787,573,812781,1704,696715,15348,12507227,10311,13894314,3202,186212
Gender,Unknown/undifferentiated,2021-09-18,57,111753,39,53715,15,50173,3,7819,3,19142,38,47979,19,68509,3,281
Gender,Male,2021-09-18,28980,23339947,21340,13362625,6726,8948069,898,1013399,2022,710059,15769,11349624,11211,12683686,2669,166583
Gender,Unknown/undifferentiated,2021-09-19,63,111816,43,53758,4,50177,16,7835,19,19161,35,48014,44,68553,0,281
Gender,Male,2021-09-19,16946,23356893,12217,13374842,4390,8952459,326,1013725,1317,711376,9061,11358685,6410,12690096,1671,168254
Gender,Female,2021-09-19,16081,25959695,11865,15088854,4017,10036804,189,812970,1137,697852,8349,12515576,5752,13900066,2050,188262
Gender,Female,2021-09-20,41204,26000899,29493,15118347,10471,10047275,1188,814158,2523,700375,21167,12536743,14624,13914690,6265,194527
Gender,Unknown/undifferentiated,2021-09-20,98,111914,53,53811,24,50201,21,7856,31,19192,53,48067,60,68613,4,285
Gender,Male,2021-09-20,39790,23396683,27814,13402656,10261,8962720,1663,1015388,2903,714279,20247,11378932,15368,12705464,5491,173745
Gender,Male,2021-09-21,36448,23433131,25907,13428563,8800,8971520,1707,1017095,2711,716990,18463,11397395,14365,12719829,5001,178746
Gender,Unknown/undifferentiated,2021-09-21,123,112037,73,53884,20,50221,30,7886,23,19215,74,48141,66,68679,12,297
Gender,Female,2021-09-21,38540,26039439,28309,15146656,9050,10056325,1141,815299,2539,702914,19370,12556113,14216,13928906,5788,200315
Gender,Male,2021-09-22,35762,23468893,25641,13454204,8722,8980242,1359,1018454,2700,719690,17889,11415284,14114,12733943,4761,183507
Gender,Unknown/undifferentiated,2021-09-22,135,112172,84,53968,41,50262,10,7896,22,19237,78,48219,56,68735,8,305
Gender,Female,2021-09-22,36974,26076413,27522,15174178,8618,10064943,793,816092,2448,705362,18552,12574665,13581,13942487,5325,205640
Gender,Male,2021-09-23,34750,23503643,24949,13479153,8502,8988744,1270,1019724,2672,722362,16027,11431311,13264,12747207,6380,189887
Gender,Unknown/undifferentiated,2021-09-23,112,112284,69,54037,32,50294,11,7907,17,19254,63,48282,53,68788,6,311
